date_key,zone_id,component_id,manager_id,planned_activities,completed_activities,target_beneficiaries,actual_beneficiaries,target_output_units,actual_output_units,reports_expected,reports_submitted,reports_submitted_on_time,open_issues,closed_issues,high_priority_alerts
2024-07-01,Z02,C03,M02,17,14,0,0,17,13,4,3,3,1,1,1
2024-07-01,Z02,C04,M02,12,9,163,124,151,119,4,2,2,3,3,1
2024-07-01,Z03,C01,M03,12,11,508,471,13,12,4,4,4,3,3,0
2024-07-01,Z03,C02,M03,10,9,191,181,200,189,4,4,4,3,3,0
2024-07-01,Z03,C03,M03,14,13,0,0,17,16,4,4,3,2,2,0
2024-07-01,Z03,C04,M03,11,11,166,161,152,143,4,4,4,2,2,0
2024-07-01,Z04,C01,M04,11,9,485,424,14,12,4,4,4,1,1,0
2024-07-01,Z04,C02,M04,10,9,217,188,202,171,4,4,4,3,3,0
2024-07-01,Z04,C03,M04,16,14,0,0,15,13,4,4,4,3,3,0
2024-07-01,Z04,C04,M04,9,8,163,137,151,133,4,4,4,3,3,0
2024-07-01,Z05,C01,M05,12,9,475,332,11,8,4,3,3,3,2,1
2024-07-01,Z05,C02,M05,10,7,228,158,202,136,4,3,2,5,4,1
2024-07-01,Z05,C03,M05,16,9,0,0,16,9,4,2,2,6,4,3
2024-07-01,Z05,C04,M05,9,5,133,69,149,89,4,4,2,3,2,3
2024-07-01,Z06,C01,M06,12,10,480,393,11,9,4,4,4,2,2,0
2024-07-01,Z06,C02,M06,7,6,212,192,202,183,4,4,3,2,2,0
2024-07-01,Z06,C03,M06,16,13,0,0,16,13,4,3,3,3,3,1
2024-07-01,Z06,C04,M06,12,10,148,128,151,124,4,4,3,2,2,0
2024-08-01,Z01,C01,M01,13,11,479,402,14,12,4,4,3,2,2,0
2024-08-01,Z01,C02,M01,10,9,221,196,199,169,4,4,4,3,3,0
2024-08-01,Z01,C03,M01,15,13,0,0,15,13,4,4,4,2,2,0
2024-08-01,Z01,C04,M01,10,9,134,130,151,135,4,4,4,3,3,0
2024-08-01,Z02,C01,M02,11,8,502,315,12,9,4,4,3,7,6,2
2024-08-01,Z02,C02,M02,10,8,182,121,200,160,4,4,3,6,5,1
2024-08-01,Z02,C03,M02,15,10,0,0,16,12,4,3,2,5,4,4
2024-08-01,Z02,C04,M02,12,11,179,151,151,139,4,4,3,1,1,1
2024-08-01,Z03,C01,M03,13,11,463,401,14,12,4,4,3,3,3,0
2024-08-01,Z03,C02,M03,7,6,198,171,202,174,4,4,4,1,1,0
2024-08-01,Z03,C03,M03,15,13,0,0,17,15,4,4,4,1,1,0
2024-08-01,Z03,C04,M03,11,9,145,126,152,132,4,4,3,2,2,0
2024-08-01,Z04,C01,M04,11,9,505,407,12,10,4,4,3,2,2,0
2024-08-01,Z04,C02,M04,8,7,228,190,202,171,4,4,3,1,1,0
2024-08-01,Z04,C03,M04,16,13,0,0,15,13,4,4,4,3,3,0
2024-08-01,Z04,C04,M04,12,10,137,111,149,118,4,4,3,1,1,0
2024-08-01,Z05,C01,M05,14,7,464,254,11,6,4,2,2,7,4,4
2024-08-01,Z05,C02,M05,10,6,180,115,201,121,4,2,2,7,5,3
2024-08-01,Z05,C03,M05,14,9,0,0,17,12,4,4,3,5,4,3
2024-08-01,Z05,C04,M05,9,5,152,80,149,69,4,3,2,5,3,4
2024-08-01,Z06,C01,M06,12,10,509,401,14,10,4,4,3,2,2,0
2024-08-01,Z06,C02,M06,9,7,192,158,199,159,4,4,3,7,6,0
2024-08-01,Z06,C03,M06,16,13,0,0,14,11,4,4,3,3,3,1
2024-08-01,Z06,C04,M06,11,9,157,128,152,120,4,4,3,5,4,0
2024-09-01,Z01,C01,M01,13,12,465,423,14,13,4,4,4,3,3,0
2024-09-01,Z01,C02,M01,9,9,200,192,201,192,4,4,4,2,2,0
2024-09-01,Z01,C03,M01,17,16,0,0,16,15,4,4,4,1,1,0
2024-09-01,Z01,C04,M01,12,11,147,130,149,141,4,4,4,3,3,0
2024-09-01,Z02,C01,M02,12,10,461,409,14,12,4,2,2,3,3,2
2024-09-01,Z02,C02,M02,9,7,204,171,200,163,4,4,4,1,1,1
2024-09-01,Z02,C03,M02,16,12,0,0,17,13,4,2,2,3,3,1
2024-09-01,Z02,C04,M02,9,6,146,104,151,106,4,3,3,6,5,1
2024-09-01,Z03,C01,M03,14,14,471,471,14,14,4,4,4,3,3,0
2024-09-01,Z03,C02,M03,9,9,225,220,201,193,4,4,4,3,3,0
2024-09-01,Z03,C03,M03,15,14,0,0,16,15,4,4,4,1,1,0
2024-09-01,Z03,C04,M03,10,10,145,141,152,149,4,4,4,2,2,0
2024-09-01,Z04,C01,M04,12,11,499,456,14,13,4,4,4,3,3,0
2024-09-01,Z04,C02,M04,7,6,188,169,201,176,4,4,4,2,2,0
2024-09-01,Z04,C03,M04,15,13,0,0,15,13,4,4,4,1,1,0
2024-09-01,Z04,C04,M04,9,8,163,147,151,136,4,4,4,2,2,0
2024-09-01,Z05,C01,M05,13,10,465,328,13,10,4,3,3,4,3,2
2024-09-01,Z05,C02,M05,8,5,217,132,200,133,4,3,3,7,5,2
2024-09-01,Z05,C03,M05,14,9,0,0,16,10,4,3,3,3,2,3
2024-09-01,Z05,C04,M05,11,5,171,92,152,67,4,3,1,4,2,3
2024-09-01,Z06,C01,M06,14,13,490,422,12,11,4,4,4,2,2,0
2024-09-01,Z06,C02,M06,10,8,188,160,199,160,4,4,3,2,2,0
2024-09-01,Z06,C03,M06,15,14,0,0,14,14,4,4,4,1,1,0
2024-09-01,Z06,C04,M06,11,11,166,160,151,150,4,4,4,2,2,0
2024-10-01,Z01,C01,M01,11,11,485,477,14,14,4,4,4,1,1,0
2024-10-01,Z01,C02,M01,7,7,198,186,202,198,4,4,4,3,3,0
2024-10-01,Z01,C03,M01,15,15,0,0,16,16,4,4,4,2,2,0
2024-10-01,Z01,C04,M01,10,10,153,151,151,149,4,4,4,2,2,0
2024-10-01,Z02,C01,M02,11,9,468,436,13,11,4,3,3,3,3,2
2024-10-01,Z02,C02,M02,7,5,182,161,202,162,4,4,4,4,4,2
2024-10-01,Z02,C03,M02,16,15,0,0,15,13,4,3,3,3,3,2
2024-10-01,Z02,C04,M02,12,9,175,129,151,110,4,3,3,3,3,2
2024-10-01,Z03,C01,M03,11,11,498,476,14,14,4,4,4,3,3,0
2024-10-01,Z03,C02,M03,8,8,226,226,202,202,4,4,4,3,3,0
2024-10-01,Z03,C03,M03,14,14,0,0,15,15,4,4,3,2,2,0
2024-10-01,Z03,C04,M03,10,10,156,156,152,152,4,4,3,3,3,0
2024-10-01,Z04,C01,M04,12,11,493,460,14,13,4,4,4,2,2,0
2024-10-01,Z04,C02,M04,9,9,214,205,201,187,4,4,4,3,3,0
2024-10-01,Z04,C03,M04,17,16,0,0,15,14,4,4,4,1,1,0
2024-10-01,Z04,C04,M04,11,10,179,169,152,146,4,4,4,2,2,0
2024-10-01,Z05,C01,M05,13,8,478,347,11,6,4,4,2,5,3,2
2024-10-01,Z05,C02,M05,7,5,202,147,202,126,4,3,2,4,3,4
2024-10-01,Z05,C03,M05,16,11,0,0,15,11,4,2,2,4,3,2
2024-10-01,Z05,C04,M05,10,5,170,84,151,78,4,4,2,3,2,4
2024-10-01,Z06,C01,M06,12,12,486,448,14,13,4,4,4,2,2,0
2024-10-01,Z06,C02,M06,9,8,198,158,199,158,4,4,3,1,1,0
2024-10-01,Z06,C03,M06,15,14,0,0,17,16,4,3,3,2,2,0
2024-10-01,Z06,C04,M06,11,10,132,120,149,137,4,4,4,2,2,0
2024-11-01,Z01,C01,M01,14,13,468,439,14,13,4,4,4,1,1,0
2024-11-01,Z01,C02,M01,10,10,221,220,201,201,4,4,4,3,3,0
2024-11-01,Z01,C03,M01,17,16,0,0,17,16,4,4,4,2,2,0
2024-11-01,Z01,C04,M01,10,10,138,138,152,149,4,4,4,2,2,0
2024-11-01,Z02,C01,M02,12,10,488,417,13,9,4,2,2,1,1,1
2024-11-01,Z02,C02,M02,7,6,209,176,201,185,4,2,2,2,2,1
2024-11-01,Z02,C03,M02,15,10,0,0,15,9,4,3,3,6,5,4
2024-11-01,Z02,C04,M02,10,7,178,125,150,104,4,2,2,7,6,2
2024-11-01,Z03,C01,M03,11,11,463,443,12,11,4,4,4,3,3,0
2024-11-01,Z03,C02,M03,10,10,187,180,202,192,4,4,3,3,3,0
2024-11-01,Z03,C03,M03,15,15,0,0,17,17,4,4,4,3,3,0
2024-11-01,Z03,C04,M03,11,11,176,176,149,145,4,4,4,3,3,0
2024-11-01,Z04,C01,M04,11,10,462,426,11,11,4,4,3,2,2,0
2024-11-01,Z04,C02,M04,8,8,229,218,202,187,4,4,4,2,2,0
2024-11-01,Z04,C03,M04,17,16,0,0,14,13,4,4,4,1,1,0
2024-11-01,Z04,C04,M04,11,10,137,125,150,138,4,4,4,1,1,0
2024-11-01,Z05,C01,M05,14,9,503,243,14,8,4,3,3,6,5,3
2024-11-01,Z05,C02,M05,7,5,182,133,202,120,4,2,2,4,3,2
2024-11-01,Z05,C03,M05,17,13,0,0,14,11,4,3,3,4,3,1
2024-11-01,Z05,C04,M05,9,4,138,54,151,68,4,3,2,7,4,2
2024-11-01,Z06,C01,M06,14,14,479,474,12,12,4,4,4,2,2,0
2024-11-01,Z06,C02,M06,10,9,213,187,200,188,4,4,3,2,2,0
2024-11-01,Z06,C03,M06,15,14,0,0,15,14,4,4,4,1,1,0
2024-11-01,Z06,C04,M06,10,8,154,113,150,118,4,3,3,6,5,0
2024-12-01,Z01,C01,M01,12,10,463,385,13,10,4,4,3,1,1,0
2024-12-01,Z01,C02,M01,8,6,228,178,200,159,4,4,4,1,1,0
2024-12-01,Z01,C03,M01,14,11,0,0,15,12,4,4,4,3,3,0
2024-12-01,Z01,C04,M01,12,10,145,130,150,125,4,4,4,2,2,0
2024-12-01,Z02,C01,M02,14,10,489,307,13,9,4,3,2,3,2,4
2024-12-01,Z02,C02,M02,10,7,228,168,201,110,4,3,2,4,3,4
2024-12-01,Z02,C03,M02,15,11,0,0,14,10,4,4,4,5,4,1
2024-12-01,Z02,C04,M02,10,7,161,117,151,102,4,4,3,6,5,2
2024-12-01,Z03,C01,M03,12,10,506,397,14,11,4,4,3,3,3,0
2024-12-01,Z03,C02,M03,7,6,184,160,199,166,4,4,4,1,1,0
2024-12-01,Z03,C03,M03,15,12,0,0,14,11,4,4,4,3,3,0
2024-12-01,Z03,C04,M03,12,10,172,138,152,124,4,4,4,3,3,0
2024-12-01,Z04,C01,M04,11,8,493,375,13,10,4,4,3,7,6,0
2024-12-01,Z04,C02,M04,8,6,186,139,199,152,4,4,4,7,6,0
2024-12-01,Z04,C03,M04,16,12,0,0,16,12,4,4,4,6,5,0
2024-12-01,Z04,C04,M04,12,9,166,130,151,122,4,4,3,3,3,0
2024-12-01,Z05,C01,M05,14,9,463,299,11,7,4,4,2,5,4,4
2024-12-01,Z05,C02,M05,7,5,194,138,200,162,4,4,3,5,4,1
2024-12-01,Z05,C03,M05,16,10,0,0,14,8,4,3,3,4,3,4
2024-12-01,Z05,C04,M05,10,4,178,74,149,45,4,3,2,6,3,4
2024-12-01,Z06,C01,M06,13,10,484,377,11,8,4,4,3,3,3,0
2024-12-01,Z06,C02,M06,10,8,229,167,202,164,4,4,3,6,5,0
2024-12-01,Z06,C03,M06,15,12,0,0,17,15,4,4,3,3,3,0
2024-12-01,Z06,C04,M06,10,8,177,139,152,116,4,3,3,5,4,0
2025-01-01,Z01,C01,M01,12,10,465,395,12,10,4,4,4,2,2,0
2025-01-01,Z01,C02,M01,7,6,181,159,201,175,4,4,4,1,1,0
2025-01-01,Z01,C03,M01,14,12,0,0,15,13,4,4,4,3,3,0
2025-01-01,Z01,C04,M01,10,9,147,129,151,129,4,4,4,2,2,0
2025-01-01,Z02,C01,M02,13,10,486,346,13,11,4,3,3,6,5,1
2025-01-01,Z02,C02,M02,10,7,186,126,202,137,4,3,3,5,4,3
2025-01-01,Z02,C03,M02,16,10,0,0,17,12,4,3,2,5,4,3
2025-01-01,Z02,C04,M02,12,8,150,84,150,115,4,3,2,6,4,4
2025-01-01,Z03,C01,M03,13,11,485,413,13,12,4,4,4,3,3,0
2025-01-01,Z03,C02,M03,8,7,223,197,202,178,4,4,4,2,2,0
2025-01-01,Z03,C03,M03,14,12,0,0,17,14,4,4,4,1,1,0
2025-01-01,Z03,C04,M03,10,9,175,148,152,130,4,4,4,2,2,0
2025-01-01,Z04,C01,M04,14,11,494,379,14,11,4,4,4,1,1,0
2025-01-01,Z04,C02,M04,7,6,186,150,200,163,4,4,4,1,1,0
2025-01-01,Z04,C03,M04,17,14,0,0,16,13,4,4,3,1,1,0
2025-01-01,Z04,C04,M04,11,9,144,114,150,122,4,4,4,2,2,0
2025-01-01,Z05,C01,M05,12,6,482,277,11,5,4,2,2,3,2,4
2025-01-01,Z05,C02,M05,10,6,193,131,202,124,4,4,3,5,4,2
2025-01-01,Z05,C03,M05,14,8,0,0,14,9,4,3,2,4,3,4
2025-01-01,Z05,C04,M05,10,4,163,60,152,58,4,4,1,4,2,2
2025-01-01,Z06,C01,M06,14,12,485,447,12,10,4,4,3,3,3,0
2025-01-01,Z06,C02,M06,8,6,193,147,199,166,4,3,3,5,4,0
2025-01-01,Z06,C03,M06,15,11,0,0,17,13,4,4,3,7,6,1
2025-01-01,Z06,C04,M06,12,9,167,138,149,110,4,4,3,5,4,1
2025-02-01,Z01,C01,M01,13,11,467,396,12,10,4,4,4,3,3,0
2025-02-01,Z01,C02,M01,10,9,206,181,202,180,4,4,4,2,2,0
2025-02-01,Z01,C03,M01,15,13,0,0,15,13,4,4,4,2,2,0
2025-02-01,Z01,C04,M01,12,11,169,154,149,138,4,4,4,1,1,0
2025-02-01,Z02,C01,M02,12,7,484,338,14,8,4,4,2,6,4,3
2025-02-01,Z02,C02,M02,8,5,185,104,200,128,4,3,3,5,4,2
2025-02-01,Z02,C03,M02,17,13,0,0,17,12,4,2,2,5,4,2
2025-02-01,Z02,C04,M02,12,8,164,99,150,99,4,3,3,5,4,2
2025-02-01,Z03,C01,M03,11,10,488,437,11,10,4,4,4,3,3,0
2025-02-01,Z03,C02,M03,9,8,225,197,200,177,4,4,4,1,1,0
2025-02-01,Z03,C03,M03,16,15,0,0,15,13,4,4,4,3,3,0
2025-02-01,Z03,C04,M03,9,8,138,128,152,144,4,4,4,3,3,0
2025-02-01,Z04,C01,M04,12,10,475,399,12,10,4,4,4,2,2,0
2025-02-01,Z04,C02,M04,10,9,204,184,202,182,4,4,3,2,2,0
2025-02-01,Z04,C03,M04,16,14,0,0,16,14,4,4,4,1,1,0
2025-02-01,Z04,C04,M04,9,8,176,157,151,130,4,4,3,3,3,0
2025-02-01,Z05,C01,M05,12,6,491,287,13,6,4,3,2,7,4,3
2025-02-01,Z05,C02,M05,7,5,182,93,199,116,4,2,2,3,2,2
2025-02-01,Z05,C03,M05,17,11,0,0,15,9,4,3,3,5,4,2
2025-02-01,Z05,C04,M05,11,4,146,70,150,64,4,2,1,4,2,3
2025-02-01,Z06,C01,M06,11,10,505,452,11,10,4,4,3,2,2,0
2025-02-01,Z06,C02,M06,7,6,180,140,202,149,4,4,3,1,1,1
2025-02-01,Z06,C03,M06,14,12,0,0,14,11,4,4,4,2,2,0
2025-02-01,Z06,C04,M06,9,7,163,120,149,116,4,4,3,4,4,1
