date_key,year,quarter,month_number,month_name,month_label,year_month,zone_id,zone_name,region_group,site_count,population_coverage_estimate,zone_priority_level,component_id,component_name,activity_type,strategic_axis,unit_of_measure,manager_id,manager_name,team_name,role,seniority_level,planned_activities,completed_activities,target_beneficiaries,actual_beneficiaries,target_output_units,actual_output_units,reports_expected,reports_submitted,reports_submitted_on_time,open_issues,closed_issues,high_priority_alerts,planned_budget,spent_budget,committed_budget,variance_amount,variance_percent,activity_completion_rate,beneficiary_achievement_rate,output_achievement_rate,reporting_on_time_rate,budget_execution_rate,alert_flag
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C03,Suivi de terrain,Monitoring,Quality,Visits,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,17,14,0,0,15,12,4,4,4,4,4,0,2682321,2382208,2497949,-300113,-11.2,0.8235,,0.8,1.0,0.8881,0
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C04,Appui ciblé,Support,Results,Cases,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,11,9,177,153,152,129,4,4,4,1,1,0,1554430,1540756,1584015,-13674,-0.9,0.8182,0.8644,0.8487,1.0,0.9912,0
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,14,11,465,363,12,9,4,4,4,6,5,0,2521463,2262117,2299000,-259346,-10.3,0.7857,0.7806,0.75,1.0,0.8971,1
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C02,Formation,Capacity Building,Skills,Participants,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,10,8,213,163,201,162,4,4,3,3,3,0,1879845,1748616,1787380,-131229,-7.0,0.8,0.7653,0.806,0.75,0.9302,1
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C03,Suivi de terrain,Monitoring,Quality,Visits,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,16,13,0,0,16,13,4,4,4,3,3,0,2784734,2490554,2598736,-294180,-10.6,0.8125,,0.8125,1.0,0.8944,0
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C04,Appui ciblé,Support,Results,Cases,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,11,9,162,131,149,117,4,4,4,3,3,0,1585929,1401539,1423870,-184390,-11.6,0.8182,0.8086,0.7852,1.0,0.8837,0
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,13,7,508,266,12,5,4,2,2,7,4,3,2586425,1682805,1734195,-903620,-34.9,0.5385,0.5236,0.4167,0.5,0.6506,1
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C02,Formation,Capacity Building,Skills,Participants,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,9,5,199,108,200,129,4,2,2,3,2,4,1877519,1326016,1355127,-551503,-29.4,0.5556,0.5427,0.645,0.5,0.7063,1
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C03,Suivi de terrain,Monitoring,Quality,Visits,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,15,8,0,0,15,8,4,4,2,7,5,4,2814981,1872109,1921113,-942872,-33.5,0.5333,,0.5333,0.5,0.6651,1
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C04,Appui ciblé,Support,Results,Cases,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,12,7,143,95,150,78,4,3,2,5,3,3,1618541,1479996,1500404,-138545,-8.6,0.5833,0.6643,0.52,0.5,0.9144,1
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,14,11,467,382,11,9,4,4,3,3,3,1,2426714,2072133,2159486,-354581,-14.6,0.7857,0.818,0.8182,0.75,0.8539,1
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C02,Formation,Capacity Building,Skills,Participants,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,7,5,194,152,201,156,4,3,3,6,5,0,1736645,1555116,1619246,-181529,-10.5,0.7143,0.7835,0.7761,0.75,0.8955,1
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C03,Suivi de terrain,Monitoring,Quality,Visits,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,15,12,0,0,17,13,4,4,3,4,3,0,2658271,2378612,2414835,-279659,-10.5,0.8,,0.7647,0.75,0.8948,0
2024-01-01,2024,Q1,1,January,Jan 2024,2024-01,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C04,Appui ciblé,Support,Results,Cases,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,12,10,156,132,152,126,4,3,3,1,1,0,1715921,1382847,1448536,-333074,-19.4,0.8333,0.8462,0.8289,0.75,0.8059,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z01,Abidjan-Plateau,Afrique de l'Ouest,5,185000,High,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M01,A. Kouamé,Equipe Abidjan,Zone Manager,Senior,11,9,475,388,12,10,4,4,4,1,1,0,2422030,2381897,2461197,-40133,-1.7,0.8182,0.8168,0.8333,1.0,0.9834,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z01,Abidjan-Plateau,Afrique de l'Ouest,5,185000,High,C02,Formation,Capacity Building,Skills,Participants,M01,A. Kouamé,Equipe Abidjan,Zone Manager,Senior,9,8,209,184,202,185,4,4,4,1,1,0,1767848,1680468,1764301,-87380,-4.9,0.8889,0.8804,0.9158,1.0,0.9506,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z01,Abidjan-Plateau,Afrique de l'Ouest,5,185000,High,C03,Suivi de terrain,Monitoring,Quality,Visits,M01,A. Kouamé,Equipe Abidjan,Zone Manager,Senior,14,13,0,0,14,13,4,4,4,1,1,0,2651839,2435060,2547316,-216779,-8.2,0.9286,,0.9286,1.0,0.9183,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z01,Abidjan-Plateau,Afrique de l'Ouest,5,185000,High,C04,Appui ciblé,Support,Results,Cases,M01,A. Kouamé,Equipe Abidjan,Zone Manager,Senior,12,10,133,113,150,121,4,4,4,2,2,0,1616242,1518612,1585265,-97630,-6.0,0.8333,0.8496,0.8067,1.0,0.9396,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z02,Dakar-Almadies,Afrique de l'Ouest,4,142000,Medium,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M02,S. Diallo,Equipe Dakar,Zone Manager,Senior,13,11,487,401,14,11,4,3,3,1,1,1,2612044,1973271,2019173,-638773,-24.5,0.8462,0.8234,0.7857,0.75,0.7555,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z02,Dakar-Almadies,Afrique de l'Ouest,4,142000,Medium,C02,Formation,Capacity Building,Skills,Participants,M02,S. Diallo,Equipe Dakar,Zone Manager,Senior,9,7,183,154,200,157,4,2,2,4,3,1,1711192,1365676,1429815,-345516,-20.2,0.7778,0.8415,0.785,0.5,0.7981,1
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z02,Dakar-Almadies,Afrique de l'Ouest,4,142000,Medium,C03,Suivi de terrain,Monitoring,Quality,Visits,M02,S. Diallo,Equipe Dakar,Zone Manager,Senior,14,10,0,0,15,9,4,3,3,7,6,1,2713549,2097947,2187881,-615602,-22.7,0.7143,,0.6,0.75,0.7731,1
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z02,Dakar-Almadies,Afrique de l'Ouest,4,142000,Medium,C04,Appui ciblé,Support,Results,Cases,M02,S. Diallo,Equipe Dakar,Zone Manager,Senior,11,7,146,90,150,96,4,3,2,6,5,2,1603546,1156285,1187582,-447261,-27.9,0.6364,0.6164,0.64,0.5,0.7211,1
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,13,11,508,434,11,10,4,4,4,1,1,0,2492784,2371720,2415807,-121064,-4.9,0.8462,0.8543,0.9091,1.0,0.9514,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C02,Formation,Capacity Building,Skills,Participants,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,7,6,214,189,201,179,4,4,3,1,1,0,1749060,1643777,1669987,-105283,-6.0,0.8571,0.8832,0.8905,0.75,0.9398,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C03,Suivi de terrain,Monitoring,Quality,Visits,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,16,14,0,0,14,12,4,4,4,2,2,0,2760984,2800766,2898140,39782,1.4,0.875,,0.8571,1.0,1.0144,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C04,Appui ciblé,Support,Results,Cases,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,10,9,146,129,149,135,4,4,4,2,2,0,1564431,1419835,1484169,-144596,-9.2,0.9,0.8836,0.906,1.0,0.9076,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,13,11,498,405,13,11,4,4,4,2,2,0,2525575,2130716,2157220,-394859,-15.6,0.8462,0.8133,0.8462,1.0,0.8437,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C02,Formation,Capacity Building,Skills,Participants,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,7,6,185,162,202,168,4,4,4,1,1,0,1773341,1513723,1567772,-259618,-14.6,0.8571,0.8757,0.8317,1.0,0.8536,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C03,Suivi de terrain,Monitoring,Quality,Visits,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,16,13,0,0,15,12,4,4,4,3,3,0,2808980,2645911,2728020,-163069,-5.8,0.8125,,0.8,1.0,0.9419,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C04,Appui ciblé,Support,Results,Cases,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,9,7,137,115,150,123,4,4,4,1,1,0,1665348,1623888,1641395,-41460,-2.5,0.7778,0.8394,0.82,1.0,0.9751,1
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,12,8,487,276,12,8,4,2,2,5,4,2,2500269,1618195,1684989,-882074,-35.3,0.6667,0.5667,0.6667,0.5,0.6472,1
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C02,Formation,Capacity Building,Skills,Participants,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,9,5,229,106,202,131,4,3,2,4,3,2,1794139,1076483,1102062,-717656,-40.0,0.5556,0.4629,0.6485,0.5,0.6,1
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C03,Suivi de terrain,Monitoring,Quality,Visits,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,16,10,0,0,17,10,4,3,2,3,2,3,2748282,1822991,1877855,-925291,-33.7,0.625,,0.5882,0.5,0.6633,1
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C04,Appui ciblé,Support,Results,Cases,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,9,6,160,117,152,123,4,3,3,4,3,1,1601811,1564710,1617730,-37101,-2.3,0.6667,0.7312,0.8092,0.75,0.9768,1
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,11,10,502,458,11,10,4,4,3,3,3,0,2407681,2317697,2346306,-89984,-3.7,0.9091,0.9124,0.9091,0.75,0.9626,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C02,Formation,Capacity Building,Skills,Participants,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,9,8,181,174,200,186,4,4,4,2,2,0,1823649,1489086,1535512,-334563,-18.3,0.8889,0.9613,0.93,1.0,0.8165,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C03,Suivi de terrain,Monitoring,Quality,Visits,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,16,13,0,0,17,13,4,4,3,3,3,0,2801023,2359203,2397859,-441820,-15.8,0.8125,,0.7647,0.75,0.8423,0
2024-02-01,2024,Q1,2,February,Feb 2024,2024-02,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C04,Appui ciblé,Support,Results,Cases,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,9,7,163,145,150,120,4,4,3,3,3,0,1564974,1342757,1391465,-222217,-14.2,0.7778,0.8896,0.8,0.75,0.858,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z01,Abidjan-Plateau,Afrique de l'Ouest,5,185000,High,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M01,A. Kouamé,Equipe Abidjan,Zone Manager,Senior,13,12,492,440,13,12,4,4,4,3,3,0,2469868,2040523,2121088,-429345,-17.4,0.9231,0.8943,0.9231,1.0,0.8262,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z01,Abidjan-Plateau,Afrique de l'Ouest,5,185000,High,C02,Formation,Capacity Building,Skills,Participants,M01,A. Kouamé,Equipe Abidjan,Zone Manager,Senior,8,7,192,163,200,182,4,4,4,3,3,0,1900291,1724869,1810864,-175422,-9.2,0.875,0.849,0.91,1.0,0.9077,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z01,Abidjan-Plateau,Afrique de l'Ouest,5,185000,High,C03,Suivi de terrain,Monitoring,Quality,Visits,M01,A. Kouamé,Equipe Abidjan,Zone Manager,Senior,14,13,0,0,16,15,4,4,4,1,1,0,2657517,2067798,2120603,-589719,-22.2,0.9286,,0.9375,1.0,0.7781,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z01,Abidjan-Plateau,Afrique de l'Ouest,5,185000,High,C04,Appui ciblé,Support,Results,Cases,M01,A. Kouamé,Equipe Abidjan,Zone Manager,Senior,11,10,159,142,152,133,4,4,4,3,3,0,1745158,1486466,1551230,-258692,-14.8,0.9091,0.8931,0.875,1.0,0.8518,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z02,Dakar-Almadies,Afrique de l'Ouest,4,142000,Medium,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M02,S. Diallo,Equipe Dakar,Zone Manager,Senior,12,9,502,427,13,11,4,2,2,5,4,1,2621569,2098122,2145792,-523447,-20.0,0.75,0.8506,0.8462,0.5,0.8003,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z02,Dakar-Almadies,Afrique de l'Ouest,4,142000,Medium,C02,Formation,Capacity Building,Skills,Participants,M02,S. Diallo,Equipe Dakar,Zone Manager,Senior,8,5,189,134,202,134,4,2,2,7,5,2,1893489,1550986,1609776,-342503,-18.1,0.625,0.709,0.6634,0.5,0.8191,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z02,Dakar-Almadies,Afrique de l'Ouest,4,142000,Medium,C03,Suivi de terrain,Monitoring,Quality,Visits,M02,S. Diallo,Equipe Dakar,Zone Manager,Senior,17,14,0,0,17,13,4,2,2,1,1,2,2839594,1991996,2039938,-847598,-29.8,0.8235,,0.7647,0.5,0.7015,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z02,Dakar-Almadies,Afrique de l'Ouest,4,142000,Medium,C04,Appui ciblé,Support,Results,Cases,M02,S. Diallo,Equipe Dakar,Zone Manager,Senior,12,9,133,121,150,122,4,3,3,6,5,2,1648806,1202143,1241266,-446663,-27.1,0.75,0.9098,0.8133,0.75,0.7291,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,14,14,495,472,14,14,4,4,4,2,2,0,2547615,2696058,2810414,148443,5.8,1.0,0.9535,1.0,1.0,1.0583,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C02,Formation,Capacity Building,Skills,Participants,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,9,8,228,207,202,188,4,4,4,2,2,0,1829034,1670988,1723933,-158046,-8.6,0.8889,0.9079,0.9307,1.0,0.9136,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C03,Suivi de terrain,Monitoring,Quality,Visits,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,15,13,0,0,16,15,4,4,4,2,2,0,2646021,2444790,2491987,-201231,-7.6,0.8667,,0.9375,1.0,0.9239,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z03,Douala-Littoral,Afrique Centrale,6,167000,High,C04,Appui ciblé,Support,Results,Cases,M03,R. Mbarga,Equipe Douala,Zone Manager,Mid,10,9,144,134,152,141,4,4,3,2,2,0,1557359,1481932,1497933,-75427,-4.8,0.9,0.9306,0.9276,0.75,0.9516,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,14,12,481,399,12,10,4,4,4,2,2,0,2525301,2611557,2658718,86256,3.4,0.8571,0.8295,0.8333,1.0,1.0342,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C02,Formation,Capacity Building,Skills,Participants,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,7,6,228,202,202,174,4,4,4,2,2,0,1734207,1561785,1598691,-172422,-9.9,0.8571,0.886,0.8614,1.0,0.9006,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C03,Suivi de terrain,Monitoring,Quality,Visits,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,17,15,0,0,15,13,4,4,4,1,1,0,2646520,2649092,2709872,2572,0.1,0.8824,,0.8667,1.0,1.001,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z04,Nairobi-Westlands,Afrique de l'Est,4,198000,High,C04,Appui ciblé,Support,Results,Cases,M04,J. Kamau,Equipe Nairobi,Zone Manager,Senior,12,11,151,130,150,128,4,4,4,1,1,0,1505744,1270063,1290268,-235681,-15.7,0.9167,0.8609,0.8533,1.0,0.8435,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,14,10,497,353,11,8,4,4,3,4,3,1,2584731,1912301,1996173,-672430,-26.0,0.7143,0.7103,0.7273,0.75,0.7398,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C02,Formation,Capacity Building,Skills,Participants,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,10,6,200,139,201,127,4,4,2,5,4,2,1925619,1155371,1183788,-770248,-40.0,0.6,0.695,0.6318,0.5,0.6,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C03,Suivi de terrain,Monitoring,Quality,Visits,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,14,7,0,0,16,9,4,3,2,3,2,2,2619013,1571408,1611988,-1047605,-40.0,0.5,,0.5625,0.5,0.6,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z05,Kinshasa-Gombe,Afrique Centrale,3,210000,Medium,C04,Appui ciblé,Support,Results,Cases,M05,P. Mukendi,Equipe Kinshasa,Zone Manager,Mid,10,5,142,79,150,66,4,3,2,4,2,3,1526484,1490304,1563380,-36180,-2.4,0.5,0.5563,0.44,0.5,0.9763,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C01,Mobilisation communautaire,Outreach,Engagement,Sessions,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,13,11,509,416,11,10,4,4,4,1,1,0,2591981,2398400,2513398,-193581,-7.5,0.8462,0.8173,0.9091,1.0,0.9253,0
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C02,Formation,Capacity Building,Skills,Participants,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,9,8,216,172,202,154,4,4,4,3,3,0,1907576,1593879,1630046,-313697,-16.4,0.8889,0.7963,0.7624,1.0,0.8356,1
2024-03-01,2024,Q1,3,March,Mar 2024,2024-03,Z06,Casablanca-Anfa,Afrique du Nord,5,155000,Medium,C03,Suivi de terrain,Monitoring,Quality,Visits,M06,H. Benchekroun,Equipe Casablanca,Zone Manager,Mid,15,13,0,0,14,12,4,3,3,3,3,0,2785383,2302881,2415146,-482502,-17.3,0.8667,,0.8571,0.75,0.8268,0
